original_project_relative_path,original_sha256,candidate_repository_path,candidate_sha256,refactored,scientific_purpose,public_safety_level
scripts/wce_figures_scientific_correction_v2/plot_extended_data_figure_2_workflow_v2.py,308db7b38ed2efa0a09ff067144ecd0b72cdddde0cecb630cccaefd9c1283de9,src/wce/plotting/public_figures.py,14bce43cf1f959b6e91698587af077eae0b72f18567205987d59472ca27961a7,YES,manuscript Figure 1,PUBLIC_AGGREGATE_PLOTTING_CODE
scripts/wce_figures_scientific_correction_v2/plot_extended_data_figure_3_direct_heterogeneity_v2.py,ee59dfa41dba513fa33f30db08067a99c66af6e894f8bd8cc2c1fdbe8e9553e5,src/wce/plotting/public_figures.py,14bce43cf1f959b6e91698587af077eae0b72f18567205987d59472ca27961a7,YES,Supplementary Figure 2,PUBLIC_AGGREGATE_PLOTTING_CODE
outputs/wce_scientific_correction_v1/component_metrics/component_metrics_overall_v1.csv,253a448700c8d1d5608bed8c97b5b82a63a577628d3824d78b562ff3528721c4,data/aggregate/component_metrics_overall_v1.csv,253a448700c8d1d5608bed8c97b5b82a63a577628d3824d78b562ff3528721c4,NO_BYTE_IDENTICAL_COPY,overall component metrics,PUBLIC_SAFE_AGGREGATE
outputs/wce_scientific_correction_v1/monthly_metrics/component_metrics_monthly_v1.csv,37a13e6f2f2ccc6c91fcf5ff220cb28c44b5baefaae652ed5fd13fc34d769886,data/aggregate/component_metrics_monthly_v1.csv,37a13e6f2f2ccc6c91fcf5ff220cb28c44b5baefaae652ed5fd13fc34d769886,NO_BYTE_IDENTICAL_COPY,monthly component metrics,PUBLIC_SAFE_AGGREGATE
outputs/wce_scientific_correction_v1/representativeness/component_metrics_groups_v1.csv,d77ec360fe557689ab4170fa60ed87df671fde9c3b27c9e00018ac7853ad16fd,data/aggregate/component_metrics_groups_v1.csv,d77ec360fe557689ab4170fa60ed87df671fde9c3b27c9e00018ac7853ad16fd,NO_BYTE_IDENTICAL_COPY,representativeness groups,PUBLIC_SAFE_AGGREGATE
outputs/wce_scientific_correction_v1/bootstrap_component/bootstrap_summary_v1.json,c896f81702275815b1a7ad6116c7772da6db4bbe633d197fdaab358dc4bd5ca7,data/aggregate/bootstrap_summary_v1.json,c896f81702275815b1a7ad6116c7772da6db4bbe633d197fdaab358dc4bd5ca7,NO_BYTE_IDENTICAL_COPY,paired station-cluster bootstrap summary,PUBLIC_SAFE_AGGREGATE
outputs/wce_scientific_correction_v1/wct_primary/wct_primary_metrics_v1.json,bcfb6962d766763b136e4ee971f87162d6051e866521e68ed64296c265f2f21f,data/aggregate/wct_primary_metrics_v1.json,bcfb6962d766763b136e4ee971f87162d6051e866521e68ed64296c265f2f21f,NO_BYTE_IDENTICAL_COPY,primary WCT summary,PUBLIC_SAFE_AGGREGATE
outputs/wce_scientific_correction_v1/wct_primary/wct_primary_bootstrap_v1.json,3c702e4e2384a896578d921c3c70315ba124c9e1b7c0ca2d9ada63acbfec443c,data/aggregate/wct_primary_bootstrap_v1.json,3c702e4e2384a896578d921c3c70315ba124c9e1b7c0ca2d9ada63acbfec443c,NO_BYTE_IDENTICAL_COPY,primary WCT bootstrap summary,PUBLIC_SAFE_AGGREGATE
outputs/wce_scientific_correction_v1/wct_piecewise_sensitivity/wct_piecewise_metrics_v1.json,d23523ec11e62cf29005189b919dd04507b3ca52672497fcc7ab1e479c4457c7,data/aggregate/wct_piecewise_metrics_v1.json,d23523ec11e62cf29005189b919dd04507b3ca52672497fcc7ab1e479c4457c7,NO_BYTE_IDENTICAL_COPY,piecewise sensitivity summary,PUBLIC_SAFE_AGGREGATE
outputs/wce_scientific_correction_v1/direct_wct_comparison/direct_wct_comparison_v1.csv,a777aea5c764be992fa5bba02958a4b95a5a4d656df703328b89c7331b34a77c,data/aggregate/direct_wct_comparison_v1.csv,a777aea5c764be992fa5bba02958a4b95a5a4d656df703328b89c7331b34a77c,NO_BYTE_IDENTICAL_COPY,direct WCT aggregate comparison,PUBLIC_SAFE_AGGREGATE
outputs/wce_scientific_correction_v1/direct_wct_comparison/direct_wct_comparison_manifest_v1.json,7a9e0b60a7a15c0d113fd56af0799b77664be6477ecef4c8537dc99abc49037b,data/aggregate/direct_wct_comparison_manifest_v1.json,7a9e0b60a7a15c0d113fd56af0799b77664be6477ecef4c8537dc99abc49037b,NO_BYTE_IDENTICAL_COPY,direct WCT design manifest,PUBLIC_SAFE_AGGREGATE
outputs/wce_scientific_correction_v1/external_cross_year_stress_test/aggregate_metrics_v1.csv,7c7faad7cf7d1d62bf6b01a0061e0f8ce382f04155544a32450857e136b4ab03,data/aggregate/external_aggregate_metrics_v1.csv,7c7faad7cf7d1d62bf6b01a0061e0f8ce382f04155544a32450857e136b4ab03,NO_BYTE_IDENTICAL_COPY,cross-year aggregate metrics,PUBLIC_SAFE_AGGREGATE
outputs/wce_scientific_correction_v1/external_cross_year_stress_test/stress_test_manifest_v1.json,bd9c33dcbb075ed041272155291529e3e7a398b46a0ce5a5a28dc362f596f065,data/aggregate/external_aggregate_manifest_v1.json,bd9c33dcbb075ed041272155291529e3e7a398b46a0ce5a5a28dc362f596f065,NO_BYTE_IDENTICAL_COPY,cross-year aggregate design manifest,PUBLIC_SAFE_AGGREGATE
outputs/wce_scientific_correction_v1/table_sources/core_result_table_source_v1.csv,248aa317f198251878302aa9f7b1fe7bc6660156b659aafa88d5ec98efc76615,reference_outputs/tables/core_result_table_source_v1.csv,248aa317f198251878302aa9f7b1fe7bc6660156b659aafa88d5ec98efc76615,NO_BYTE_IDENTICAL_COPY,core manuscript result table source,PUBLIC_SAFE_AGGREGATE
outputs/wce_scientific_correction_v1/figure_source_data_v2/extended_data_figure_2_workflow_contract_v2.json,a2cb0aa65c745fdab62970944d3d573e1a82d7eaec98bbb8b55404595548e24d,data/figure_source/extended_data_figure_2_workflow_contract_v2.json,a2cb0aa65c745fdab62970944d3d573e1a82d7eaec98bbb8b55404595548e24d,NO_BYTE_IDENTICAL_COPY,anonymous aggregate figure source,PUBLIC_SAFE_AGGREGATE
outputs/wce_scientific_correction_v1/figure_source_data_v2/extended_data_figure_3_direct_monthly_v2.csv,fc72157fba441fff44e4c5ba2df72b3efbc007124b85d19c69585672ef545948,data/figure_source/extended_data_figure_3_direct_monthly_v2.csv,fc72157fba441fff44e4c5ba2df72b3efbc007124b85d19c69585672ef545948,NO_BYTE_IDENTICAL_COPY,anonymous aggregate figure source,PUBLIC_SAFE_AGGREGATE
outputs/wce_scientific_correction_v1/figure_source_data_v2/extended_data_figure_3_direct_station_distribution_v2.csv,421b43bbc67e8c0b79c0530ba69d84c3a5bf1cfd37004789bffab750d81b2307,data/figure_source/extended_data_figure_3_direct_station_distribution_v2.csv,421b43bbc67e8c0b79c0530ba69d84c3a5bf1cfd37004789bffab750d81b2307,NO_BYTE_IDENTICAL_COPY,anonymous aggregate figure source,PUBLIC_SAFE_AGGREGATE
outputs/wce_scientific_correction_v1/figure_source_data_v2/main_figure_1_environmental_metrics_v2.csv,e6bcb07c2ad3b1c8b2f8d637d5348751bf4dbc0f7e5bd7d6fe008b23da044dca,data/figure_source/main_figure_1_environmental_metrics_v2.csv,e6bcb07c2ad3b1c8b2f8d637d5348751bf4dbc0f7e5bd7d6fe008b23da044dca,NO_BYTE_IDENTICAL_COPY,anonymous aggregate figure source,PUBLIC_SAFE_AGGREGATE
outputs/wce_scientific_correction_v1/figure_source_data_v2/main_figure_2_bootstrap_summary_v2.csv,5efd9e05b5ac3672bb4aa1e92f63ac8ef81eec27ef7c9fe7ef7b6e235358a5f2,data/figure_source/main_figure_2_bootstrap_summary_v2.csv,5efd9e05b5ac3672bb4aa1e92f63ac8ef81eec27ef7c9fe7ef7b6e235358a5f2,NO_BYTE_IDENTICAL_COPY,anonymous aggregate figure source,PUBLIC_SAFE_AGGREGATE
outputs/wce_scientific_correction_v1/figure_source_data_v2/main_figure_2_monthly_metrics_v2.csv,f3d08bf981077d81b24ac24cbf86faf4108be596ff27116e8ccc5f7e4658b947,data/figure_source/main_figure_2_monthly_metrics_v2.csv,f3d08bf981077d81b24ac24cbf86faf4108be596ff27116e8ccc5f7e4658b947,NO_BYTE_IDENTICAL_COPY,anonymous aggregate figure source,PUBLIC_SAFE_AGGREGATE
outputs/wce_scientific_correction_v1/figure_source_data_v2/main_figure_2_representativeness_groups_v2.csv,f613824e0b14f7e75304a4516e591b8c3d36636bb78b5156ca5851e9d7f17361,data/figure_source/main_figure_2_representativeness_groups_v2.csv,f613824e0b14f7e75304a4516e591b8c3d36636bb78b5156ca5851e9d7f17361,NO_BYTE_IDENTICAL_COPY,anonymous aggregate figure source,PUBLIC_SAFE_AGGREGATE
outputs/wce_scientific_correction_v1/figure_source_data_v2/main_figure_2_station_distribution_summary_v2.csv,e07d59e3f7b5f7fda22829d093bfe62004454d86734a54809a0bba29eec0f3fc,data/figure_source/main_figure_2_station_distribution_summary_v2.csv,e07d59e3f7b5f7fda22829d093bfe62004454d86734a54809a0bba29eec0f3fc,NO_BYTE_IDENTICAL_COPY,anonymous aggregate figure source,PUBLIC_SAFE_AGGREGATE
outputs/wce_scientific_correction_v1/figure_source_data_v2/main_figure_3_wct_primary_summary_v2.csv,adc3fe9632d2c40a5960d3dd80037aed61034a6db24a4f67cd116bcc0bff2f57,data/figure_source/main_figure_3_wct_primary_summary_v2.csv,adc3fe9632d2c40a5960d3dd80037aed61034a6db24a4f67cd116bcc0bff2f57,NO_BYTE_IDENTICAL_COPY,anonymous aggregate figure source,PUBLIC_SAFE_AGGREGATE
outputs/wce_scientific_correction_v1/figure_source_data_v2/main_figure_3_wct_strata_v2.csv,815a7abe7244a68247bbe65098668405aaa547bdaf3ad4c1a14af242d2647acb,data/figure_source/main_figure_3_wct_strata_v2.csv,815a7abe7244a68247bbe65098668405aaa547bdaf3ad4c1a14af242d2647acb,NO_BYTE_IDENTICAL_COPY,anonymous aggregate figure source,PUBLIC_SAFE_AGGREGATE
outputs/wce_scientific_correction_v1/figure_source_data_v2/main_figure_4_direct_wct_v2.csv,e3be92a072a200eca50087a2d97197091664b14366a79079a18ee8e69d0cab54,data/figure_source/main_figure_4_direct_wct_v2.csv,e3be92a072a200eca50087a2d97197091664b14366a79079a18ee8e69d0cab54,NO_BYTE_IDENTICAL_COPY,anonymous aggregate figure source,PUBLIC_SAFE_AGGREGATE
outputs/wce_scientific_correction_v1/figure_source_data_v2/main_figure_4_external_aggregate_v2.csv,a5cd73a64060e720251d82477180fc74658499b6dcb8af5fa83a9fe7e146fff9,data/figure_source/main_figure_4_external_aggregate_v2.csv,a5cd73a64060e720251d82477180fc74658499b6dcb8af5fa83a9fe7e146fff9,NO_BYTE_IDENTICAL_COPY,anonymous aggregate figure source,PUBLIC_SAFE_AGGREGATE
processed/wce_scientific_correction_v1/models/temperature/outer_fold_0/feature_list.json,76789db28408747f51697daa93674af95b0ad81068d6b2f2a4f6bf49be6ca2d3,configs/locked_feature_config_v1.json,87179711f1f166d66950ea004ac5deed3851df842886ef11eea073472af58517,YES_COMBINED,locked temperature feature and parameter configuration,PUBLIC_METADATA_ONLY
processed/wce_scientific_correction_v1/models/temperature/outer_fold_0/train_config.json,f204eaf276f2f5ad47b69659830413e19d83f4bf5d49ab282fa642066e3a0255,configs/locked_feature_config_v1.json,87179711f1f166d66950ea004ac5deed3851df842886ef11eea073472af58517,YES_COMBINED,locked temperature feature and parameter configuration,PUBLIC_METADATA_ONLY
processed/wce_scientific_correction_v1/models/dewpoint/outer_fold_0/feature_list.json,76789db28408747f51697daa93674af95b0ad81068d6b2f2a4f6bf49be6ca2d3,configs/locked_feature_config_v1.json,87179711f1f166d66950ea004ac5deed3851df842886ef11eea073472af58517,YES_COMBINED,locked dewpoint feature and parameter configuration,PUBLIC_METADATA_ONLY
processed/wce_scientific_correction_v1/models/dewpoint/outer_fold_0/train_config.json,a0c95801ef44c9a08b741a946b3ad624d5eac9c228937129a29d600db5c33b30,configs/locked_feature_config_v1.json,87179711f1f166d66950ea004ac5deed3851df842886ef11eea073472af58517,YES_COMBINED,locked dewpoint feature and parameter configuration,PUBLIC_METADATA_ONLY
processed/wce_scientific_correction_v1/models/ralong/outer_fold_0/feature_list.json,a3db74589d8fadb1e11867be79526e782726e769b1e7cea73dae5fa0c2b76244,configs/locked_feature_config_v1.json,87179711f1f166d66950ea004ac5deed3851df842886ef11eea073472af58517,YES_COMBINED,locked ralong feature and parameter configuration,PUBLIC_METADATA_ONLY
processed/wce_scientific_correction_v1/models/ralong/outer_fold_0/train_config.json,2a627a5ca39a535d0fd42d3f0eba61fed859a236f4504e169d704db2585aaece,configs/locked_feature_config_v1.json,87179711f1f166d66950ea004ac5deed3851df842886ef11eea073472af58517,YES_COMBINED,locked ralong feature and parameter configuration,PUBLIC_METADATA_ONLY
processed/wce_scientific_correction_v1/models/rcross/outer_fold_0/feature_list.json,a3db74589d8fadb1e11867be79526e782726e769b1e7cea73dae5fa0c2b76244,configs/locked_feature_config_v1.json,87179711f1f166d66950ea004ac5deed3851df842886ef11eea073472af58517,YES_COMBINED,locked rcross feature and parameter configuration,PUBLIC_METADATA_ONLY
processed/wce_scientific_correction_v1/models/rcross/outer_fold_0/train_config.json,8a42e267f3c47564543629217b21024cbd12a87f3ed26b7d65004bace17dc50a,configs/locked_feature_config_v1.json,87179711f1f166d66950ea004ac5deed3851df842886ef11eea073472af58517,YES_COMBINED,locked rcross feature and parameter configuration,PUBLIC_METADATA_ONLY
wce_public_repository_candidate_v1/.github/workflows/ci.yml,32b5c9dc3ad5e8aa3be91c77a71c49675fc4b55cd4061c74cea69a12b8f54843,.github/workflows/ci.yml,94dcfb70c591c53069184b75be48d1c769a5591306c9a7b94a8a651b09dfc7b7,V1_TO_V1_1_REPAIR,repository engineering repair; no scientific value change,PUBLIC_ENGINEERING_OR_DOCUMENTATION
wce_public_repository_candidate_v1/Makefile,958eb3aee9137084a02dc61627ad263516c6957ca55005d94feaf7f6399104de,Makefile,113467a46a064c251cf16665735031df33e8d2cf913e08d5d8a38f679fb3cddb,V1_TO_V1_1_REPAIR,repository engineering repair; no scientific value change,PUBLIC_ENGINEERING_OR_DOCUMENTATION
wce_public_repository_candidate_v1/README.md,0dda276938a7112c234321bca10b28453ec376284bbfad80aa403b55124307e4,README.md,17783817c2db804214def80ce34e7bc56260fdc90603458e45b9cad2ea6ebce2,V1_TO_V1_1_REPAIR,repository engineering repair; no scientific value change,PUBLIC_ENGINEERING_OR_DOCUMENTATION
wce_public_repository_candidate_v1/configs/full_pipeline_config_template_v1.json,7d483f7794cfd1ad3be66c7b2a6c7669a7cab5efbb30bc5f5e38f4b801f0845f,configs/full_pipeline_config_template_v1.json,1a846bc04953ddb6630191321f15f07f00ea95553f1a948d4a259d86316a1aad,V1_TO_V1_1_REPAIR,repository engineering repair; no scientific value change,PUBLIC_ENGINEERING_OR_DOCUMENTATION
wce_public_repository_candidate_v1/docs/CODE_AVAILABILITY.md,5d71535c5abe0d4250f960c21133e74ce304fd1ceb42a82112a2e24307af40a7,docs/CODE_AVAILABILITY.md,ca2fdd15190a2c0acf2f3854466377db84b41512f8614874a679676e3afa5554,V1_TO_V1_1_REPAIR,repository engineering repair; no scientific value change,PUBLIC_ENGINEERING_OR_DOCUMENTATION
wce_public_repository_candidate_v1/docs/COMPUTATIONAL_REQUIREMENTS.md,cf53ab2d3bfcaef1549bfbc47df045db52401cf4e8a20bcb1e6adf255afd07a6,docs/COMPUTATIONAL_REQUIREMENTS.md,73711203c57fda907a89ef3929da4d2644c025661b236826d7c60768c50b50cf,V1_TO_V1_1_REPAIR,repository engineering repair; no scientific value change,PUBLIC_ENGINEERING_OR_DOCUMENTATION
wce_public_repository_candidate_v1/docs/FIGURE_MAPPING.md,c59afa29018112e6ee7203aac17b3638455339e0e9f54cbd37e479cb1d2dde7b,docs/FIGURE_MAPPING.md,7780a0e691f75fbb48e61b423a1728500a884195c8d396c56fa001b72f3767de,V1_TO_V1_1_REPAIR,repository engineering repair; no scientific value change,PUBLIC_ENGINEERING_OR_DOCUMENTATION
wce_public_repository_candidate_v1/docs/REPRODUCIBILITY.md,35f99ea03e38849509a567736a1bd9b46a873192e8986eb70fc7bbfb0b7e73ef,docs/REPRODUCIBILITY.md,def222212dce4be301f0a0e58ca597218f57fbb4f490ea3dc5a9f309f420d93a,V1_TO_V1_1_REPAIR,repository engineering repair; no scientific value change,PUBLIC_ENGINEERING_OR_DOCUMENTATION
wce_public_repository_candidate_v1/docs/SOURCE_LINEAGE.md,bbd6bf5287b23de37a0c701f47f822a548018c7c597d143eb022fb76f3533a1c,docs/SOURCE_LINEAGE.md,4dec87cb9b248291f5c4a21a875150d937b2f8b783d0beda9e6ad99392072fe0,V1_TO_V1_1_REPAIR,repository engineering repair; no scientific value change,PUBLIC_ENGINEERING_OR_DOCUMENTATION
wce_public_repository_candidate_v1/manifests/public_reproducibility_manifest_v1.json,b7af9ab66c442be140aa9ad230c738e04be541f6306a32ab6ee3314ae6d2cce8,manifests/public_reproducibility_manifest_v1.json,3865cce0bcc0ea7e0cc76f517459f1cafa719f9753eb6985075f40317732ab0b,V1_TO_V1_1_REPAIR,repository engineering repair; no scientific value change,PUBLIC_ENGINEERING_OR_DOCUMENTATION
wce_public_repository_candidate_v1/pyproject.toml,6104f40404077ec0b985250831ee99db4ba254d94a5e7c5bd115806d4dc0ef20,pyproject.toml,4459bcb62c5e3d993cd9af178990eca139afbe88460418cbcd6b6208cc5c96c3,V1_TO_V1_1_REPAIR,repository engineering repair; no scientific value change,PUBLIC_ENGINEERING_OR_DOCUMENTATION
wce_public_repository_candidate_v1/src/wce/pipeline/full.py,2bdc2676769cb8e05416d11ab50e90c127ae1edb1dd4e1ffed4f860aac6173e9,src/wce/pipeline/full.py,8a87eeac4027622c25e2c855af44a79673540fb7f396e139f9530fd335e9573d,V1_TO_V1_1_REPAIR,repository engineering repair; no scientific value change,PUBLIC_ENGINEERING_OR_DOCUMENTATION
GENERATED_IN_V1_1,NOT_APPLICABLE,tests/test_reference_tolerance.py,feb0c415262f5b5bcbcbedce1b239a7e114d93ee2c7ef31a6769e4089d6a0180,NEW_V1_1_ARTIFACT,repository engineering repair; no scientific value change,PUBLIC_ENGINEERING_OR_DOCUMENTATION
wce_public_repository_candidate_v1/tools/clean_room_test.py,8e1d38c090e929f1fe7b14ef9eef494b24d3253e83ef61c0bc09bad28a8d4a82,tools/clean_room_test.py,9f1e70770646e3c398a27cd14a4495eaaaa3dca4e38517036d35e0f9f4cb6bdc,V1_TO_V1_1_REPAIR,repository engineering repair; no scientific value change,PUBLIC_ENGINEERING_OR_DOCUMENTATION
wce_public_repository_candidate_v1/tools/verify_reference_outputs.py,3c60b95c4c00d9fda2bc32189d26a9d37a86274ca1d856b66869d136fc6704ba,tools/verify_reference_outputs.py,ac8d75b4ecc8e5dee64d0818ed5fb15d323d35481ed1d760bd00146fd6f8a040,V1_TO_V1_1_REPAIR,repository engineering repair; no scientific value change,PUBLIC_ENGINEERING_OR_DOCUMENTATION
wce_public_repository_candidate_v1/workflows/validate_installation.py,5c595b7f1a5db55ed69fb793acbabbb4622f767973038f25682b9344f50d2578,workflows/validate_installation.py,5aaaf755e531cfeb083b9af9e4f352a5162876be01f21add60e69855bd257e39,V1_TO_V1_1_REPAIR,repository engineering repair; no scientific value change,PUBLIC_ENGINEERING_OR_DOCUMENTATION
wce_public_repository_candidate_v1_1/CITATION.cff,dac12c2b42a500fcac3afc1abf7cde8d7afc0495b2650954dfcf0294109c29c7,CITATION.cff,f33fcc119d03504005a0d903ce921ba80381cb6fa3ee2e258e3fb2393ed7d994,V1_1_TO_V1_2_LICENSE_REPAIR,"dual-license boundary, citation metadata, documentation or validation; no scientific value change",PUBLIC_LICENSE_ENGINEERING_OR_DOCUMENTATION
GENERATED_IN_V1_2,NOT_APPLICABLE,DATA_LICENSE.md,460988c32304ae19e56c225da8b47f68a5522f26f84354f1a6207ef0267869a4,NEW_V1_2_LICENSE_ARTIFACT,"dual-license boundary, citation metadata, documentation or validation; no scientific value change",PUBLIC_LICENSE_ENGINEERING_OR_DOCUMENTATION
GENERATED_IN_V1_2,NOT_APPLICABLE,LICENSE,a6120207748574aa26986a0e1b61d0a30577f55a75d204e62cf63e6d94efb750,NEW_V1_2_LICENSE_ARTIFACT,"dual-license boundary, citation metadata, documentation or validation; no scientific value change",PUBLIC_LICENSE_ENGINEERING_OR_DOCUMENTATION
GENERATED_IN_V1_2,NOT_APPLICABLE,THIRD_PARTY_DATA.md,0e6fabbeedce40b5b07e7702a4bec0734b118ac4297905af515919f8d5aa510f,NEW_V1_2_LICENSE_ARTIFACT,"dual-license boundary, citation metadata, documentation or validation; no scientific value change",PUBLIC_LICENSE_ENGINEERING_OR_DOCUMENTATION
wce_public_repository_candidate_v1_1/docs/DATA_AVAILABILITY.md,705e3b81b848cbe2a0ad99a3c427eb44a6420d8c49d36f8bea9f6e85c94e169d,docs/DATA_AVAILABILITY.md,95d66ebad5942cc43b4991c0359f61b9475732a3b113e3e099c696e8d68fc1ba,V1_1_TO_V1_2_LICENSE_REPAIR,"dual-license boundary, citation metadata, documentation or validation; no scientific value change",PUBLIC_LICENSE_ENGINEERING_OR_DOCUMENTATION
GENERATED_IN_V1_2,NOT_APPLICABLE,tests/test_license_boundary.py,df4314c6cb0f80d5b3db3f876c1be8cc3551afa674f8ca68d3b27654272d2e74,NEW_V1_2_LICENSE_ARTIFACT,"dual-license boundary, citation metadata, documentation or validation; no scientific value change",PUBLIC_LICENSE_ENGINEERING_OR_DOCUMENTATION
